Player_Name,Nation,Position,Club,Age,Born,Matches_Played,Starts,Minutes_Played,Ninety_Mins_Played,Golas,Assists,Goals_Assists,Non_Penalty_Goals,Penalty_Made,Penalty_Attempted,Yellow_Card,Red_Card,Expected_Goals,Non_Penalty_Expected_Goals,Expected_Assists,Non_Penalty_Expected_Goals_Assits,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_90,Assists_90,Goals_Assists_90,Non_Penalty_Goals_90,Non_Penalty_Goals_Assists_90,Expected_Goals_90,Expected_Assists_90,Expected_Goals_Assists_90,Non_Penalty_Expected_Goals_90,Non_penalty_Expected_Goals_Assists_90
Danilo Soares,BRA,DF,Bochum,31,1991,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Borna Sosa,CRO,"FW,DF",Stuttgart,25,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,2,10,0.00,0.00,0.00,0.00,0.00,0.06,0.57,0.63,0.06,0.63
Anton Stach,GER,MF,Hoffenheim,24,1998,31,26,2321,25.8,2,3,5,2,0,0,4,0,1.7,1.7,3.5,5.2,49,143,46,0.08,0.12,0.19,0.08,0.19,0.07,0.13,0.20,0.07,0.20
Anton Stach,GER,MF,Mainz 05,24,1998,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
Jens Stage,DEN,MF,Werder Bremen,26,1996,30,26,2327,25.9,3,1,4,3,0,0,5,1,4.4,4.4,1.9,6.3,24,85,60,0.12,0.04,0.15,0.12,0.15,0.17,0.07,0.24,0.17,0.24
Josip Stanišić,CRO,DF,Leverkusen,23,2000,20,13,1261,14.0,3,1,4,3,0,0,3,0,0.8,0.8,1.7,2.4,49,92,63,0.21,0.07,0.29,0.21,0.29,0.05,0.12,0.17,0.05,0.17
Niklas Stark,GER,DF,Werder Bremen,28,1995,17,12,1088,12.1,2,0,2,2,0,0,4,0,0.2,0.2,0.0,0.2,5,37,1,0.17,0.00,0.17,0.17,0.17,0.02,0.00,0.02,0.02,0.02
Pascal Stenzel,GER,DF,Stuttgart,27,1996,23,14,1064,11.8,0,5,5,0,0,0,3,1,0.3,0.3,3.2,3.5,34,85,46,0.00,0.42,0.42,0.00,0.42,0.03,0.27,0.29,0.03,0.29
Leonidas Stergiou,SUI,DF,Stuttgart,21,2002,15,6,594,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,6,17,22,0.15,0.00,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11
Angelo Stiller,GER,MF,Hoffenheim,22,2001,1,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,3,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Angelo Stiller,GER,MF,Stuttgart,22,2001,31,30,2694,29.9,1,5,6,1,0,0,5,0,1.6,1.6,5.1,6.7,37,220,71,0.03,0.17,0.20,0.03,0.20,0.05,0.17,0.22,0.05,0.22
Kevin Stöger,AUT,MF,Bochum,29,1993,32,32,2668,29.6,7,10,17,3,4,4,8,0,6.2,3.1,9.9,12.9,81,283,139,0.24,0.34,0.57,0.10,0.44,0.21,0.33,0.54,0.10,0.44
Filip Stojilković,SUI,"FW,MF",Darmstadt 98,23,2000,6,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,3,10,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Niklas Süle,GER,DF,Dortmund,27,1995,23,14,1514,16.8,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,19,83,9,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
Mattias Svanberg,SWE,MF,Wolfsburg,24,1999,25,20,1715,19.1,1,3,4,1,0,0,8,0,3.0,3.0,2.3,5.3,28,84,52,0.05,0.16,0.21,0.05,0.21,0.15,0.12,0.28,0.15,0.28
Attila Szalai,HUN,DF,Hoffenheim,25,1998,4,4,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16
Attila Szalai,HUN,DF,Freiburg,25,1998,3,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Jonathan Tah,GER,DF,Leverkusen,27,1996,31,30,2631,29.2,4,1,5,4,0,0,6,0,2.1,2.1,0.3,2.3,17,133,4,0.14,0.03,0.17,0.14,0.17,0.07,0.01,0.08,0.07,0.08
Edmond Tapsoba,BFA,DF,Leverkusen,24,1999,28,23,2087,23.2,0,1,1,0,0,0,4,0,1.0,1.0,1.0,2.0,49,164,12,0.00,0.04,0.04,0.00,0.04,0.04,0.04,0.08,0.04,0.08
Mathys Tel,FRA,"FW,MF",Bayern Munich,18,2005,30,6,1050,11.7,7,5,12,7,0,0,2,0,3.7,3.7,2.3,6.0,45,27,122,0.60,0.43,1.03,0.60,1.03,0.32,0.20,0.52,0.32,0.52
Nathan Tella,NGA,"DF,MF",Leverkusen,24,1999,24,8,819,9.1,5,2,7,5,0,0,2,0,3.5,3.5,3.2,6.7,35,28,114,0.55,0.22,0.77,0.55,0.77,0.38,0.35,0.73,0.38,0.73
Norman Theuerkauf,GER,"MF,DF",Heidenheim,36,1987,25,14,1259,14.0,0,1,1,0,0,0,3,0,0.4,0.4,0.8,1.2,15,46,17,0.00,0.07,0.07,0.00,0.07,0.03,0.06,0.09,0.03,0.09
Jan Thielmann,GER,"FW,DF",Köln,21,2002,22,20,1579,17.5,1,0,1,1,0,0,4,1,2.3,2.3,1.1,3.3,46,51,69,0.06,0.00,0.06,0.06,0.06,0.13,0.06,0.19,0.13,0.19
Denis Thomalla,GER,"MF,FW",Heidenheim,30,1992,21,3,446,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,22,19,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.13,0.06,0.13
Phillip Tietz,GER,FW,Augsburg,26,1997,34,31,2382,26.5,8,4,12,8,0,0,1,0,8.2,8.2,2.6,10.8,19,51,115,0.30,0.15,0.45,0.30,0.45,0.31,0.10,0.41,0.31,0.41
Steffen Tigges,GER,FW,Köln,25,1998,25,6,727,8.1,3,0,3,3,0,0,0,0,2.6,2.6,1.6,4.1,9,10,48,0.37,0.00,0.37,0.37,0.37,0.32,0.19,0.51,0.32,0.51
Umut Tohumcu,GER,MF,Hoffenheim,18,2004,20,12,1011,11.2,0,2,2,0,0,0,5,0,0.5,0.5,1.1,1.6,18,46,27,0.00,0.18,0.18,0.00,0.18,0.04,0.10,0.14,0.04,0.14
Tiago Tomás,POR,"FW,MF",Wolfsburg,21,2002,26,11,1032,11.5,1,1,2,1,0,0,3,0,2.7,2.7,0.8,3.5,21,17,112,0.09,0.09,0.17,0.09,0.17,0.23,0.07,0.30,0.23,0.30
Fabio Torsiello,ITA,"FW,DF",Darmstadt 98,18,2005,10,1,156,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,4,8,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16
Lucas Tousart,FRA,MF,Union Berlin,26,1997,23,18,1572,17.5,0,0,0,0,0,0,5,0,1.5,1.5,0.9,2.4,15,51,33,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14
Omar Traoré,GER,DF,Heidenheim,25,1998,31,29,2472,27.5,0,2,2,0,0,0,5,0,0.3,0.3,1.3,1.6,61,78,91,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06,0.01,0.06
Kevin Trapp,GER,GK,Eint Frankfurt,33,1990,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christopher Trimmel,AUT,DF,Union Berlin,36,1987,26,19,1646,18.3,0,2,2,0,0,0,2,1,0.6,0.5,2.1,2.6,23,86,65,0.00,0.11,0.11,0.00,0.11,0.03,0.11,0.14,0.03,0.14
Tuta,BRA,DF,Eint Frankfurt,24,1999,30,30,2600,28.9,1,2,3,1,0,0,3,2,1.4,1.4,2.1,3.5,22,138,46,0.03,0.07,0.10,0.03,0.10,0.05,0.07,0.12,0.05,0.12
Lukas Ullrich,GER,"DF,FW",Gladbach,19,2004,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sven Ulreich,GER,GK,Bayern Munich,34,1988,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Deniz Undav,GER,"FW,MF",Stuttgart,27,1996,30,23,2089,23.2,18,10,28,18,0,1,5,0,15.0,14.3,6.5,20.8,45,120,182,0.78,0.43,1.21,0.78,1.21,0.65,0.28,0.93,0.61,0.90
Dayot Upamecano,FRA,DF,Bayern Munich,24,1998,25,19,1762,19.6,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,28,137,10,0.05,0.00,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11
Mark Uth,GER,"MF,FW",Köln,31,1991,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12,13,29,0.00,0.24,0.24,0.00,0.24,0.49,0.33,0.83,0.49,0.83
Josha Vagnoman,GER,DF,Stuttgart,22,2000,18,12,1183,13.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.6,19,33,67,0.15,0.15,0.30,0.15,0.30,0.10,0.10,0.20,0.10,0.20
Ruben Vargas,SUI,"MF,FW",Augsburg,24,1998,31,25,1962,21.8,4,5,9,4,0,0,3,0,3.9,3.9,2.4,6.3,57,77,145,0.18,0.23,0.41,0.18,0.41,0.18,0.11,0.29,0.18,0.29
Miloš Veljković,SRB,DF,Werder Bremen,27,1995,23,21,1920,21.3,2,1,3,2,0,0,2,0,1.7,1.7,0.8,2.5,16,89,13,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12
Yorbe Vertessen,BEL,"FW,MF",Union Berlin,22,2001,13,7,593,6.6,3,2,5,3,0,0,1,0,2.7,2.7,1.3,4.0,10,13,39,0.46,0.30,0.76,0.46,0.76,0.41,0.20,0.61,0.41,0.61
Oscar Vilhelmsson,SWE,"FW,MF",Darmstadt 98,19,2003,26,16,1374,15.3,4,1,5,4,0,0,2,0,4.1,4.1,0.7,4.7,16,7,72,0.26,0.07,0.33,0.26,0.33,0.27,0.04,0.31,0.27,0.31
Kevin Vogt,GER,DF,Hoffenheim,31,1991,16,14,1319,14.7,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,16,84,12,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05
Kevin Vogt,GER,DF,Union Berlin,31,1991,16,16,1323,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,1,41,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Volland,GER,"FW,MF",Union Berlin,31,1992,26,17,1345,14.9,3,4,7,1,2,3,3,2,5.3,2.9,2.6,5.6,14,48,96,0.20,0.27,0.47,0.07,0.33,0.36,0.18,0.53,0.20,0.37
Aster Vranckx,BEL,MF,Wolfsburg,20,2002,24,12,1153,12.8,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,3,48,9,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Luca Waldschmidt,GER,"MF,FW",Köln,27,1996,22,14,1146,12.7,3,0,3,3,0,1,0,0,2.9,2.1,1.2,3.3,30,46,61,0.24,0.00,0.24,0.24,0.24,0.23,0.09,0.32,0.17,0.26
Kjell-Arik Wätjen,GER,"MF,FW",Dortmund,17,2006,2,1,105,1.2,0,1,1,0,0,0,0,0,0.0,0.0,1.2,1.2,3,8,1,0.00,0.86,0.86,0.00,0.86,0.00,1.02,1.02,0.00,1.02
Wout Weghorst,NED,FW,Hoffenheim,30,1992,28,24,1977,22.0,7,3,10,6,1,1,4,0,7.2,6.4,3.5,9.9,14,57,132,0.32,0.14,0.46,0.27,0.41,0.33,0.16,0.49,0.29,0.45
Julian Weigl,GER,MF,Gladbach,27,1995,31,31,2764,30.7,2,3,5,0,2,2,10,0,2.4,0.9,2.1,2.9,14,105,14,0.07,0.10,0.16,0.00,0.10,0.08,0.07,0.15,0.03,0.09
Nelson Weiper,GER,"FW,MF",Mainz 05,18,2005,5,1,124,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,6,2,20,0.00,0.00,0.00,0.00,0.00,0.35,0.11,0.46,0.35,0.46
Mitchell Weiser,GER,"DF,MF",Werder Bremen,29,1994,30,30,2636,29.3,3,7,10,3,0,0,5,0,3.8,3.8,4.2,7.9,81,111,189,0.10,0.24,0.34,0.10,0.34,0.13,0.14,0.27,0.13,0.27
Noah Weißhaupt,GER,"DF,FW",Freiburg,21,2001,24,6,759,8.4,1,2,3,1,0,0,1,0,0.4,0.4,1.3,1.7,41,26,84,0.12,0.24,0.36,0.12,0.36,0.05,0.16,0.21,0.05,0.21
Timo Werner,GER,"FW,MF",RB Leipzig,27,1996,8,2,207,2.3,2,0,2,1,1,1,0,0,2.4,1.6,0.0,1.6,10,6,32,0.87,0.00,0.87,0.43,0.43,1.02,0.02,1.04,0.68,0.70
Silvan Widmer,SUI,DF,Mainz 05,30,1993,20,13,1242,13.8,1,3,4,1,0,0,4,0,1.4,1.4,3.5,4.8,31,54,63,0.07,0.22,0.29,0.07,0.29,0.10,0.25,0.35,0.10,0.35
Patrick Wimmer,AUT,"FW,MF",Wolfsburg,22,2001,14,8,589,6.5,2,0,2,2,0,0,3,1,1.4,1.4,0.1,1.5,8,15,44,0.31,0.00,0.31,0.31,0.31,0.22,0.02,0.24,0.22,0.24
Jonas Wind,DEN,FW,Wolfsburg,24,1999,34,31,2651,29.5,11,7,18,11,0,1,3,0,9.4,8.5,5.1,13.6,17,88,115,0.37,0.24,0.61,0.37,0.61,0.32,0.17,0.49,0.29,0.46
Florian Wirtz,GER,MF,Leverkusen,20,2003,32,26,2372,26.4,11,11,22,10,1,1,3,0,8.9,8.2,7.5,15.7,138,224,306,0.42,0.42,0.83,0.38,0.80,0.34,0.29,0.62,0.31,0.60
Maximilian Wittek,GER,"DF,FW",Bochum,27,1995,21,13,1070,11.9,3,1,4,3,0,0,4,0,1.3,1.3,1.4,2.6,17,49,64,0.25,0.08,0.34,0.25,0.34,0.11,0.11,0.22,0.11,0.22
Maximilian Wöber,AUT,DF,Gladbach,25,1998,25,24,2066,23.0,2,3,5,2,0,0,4,1,1.3,1.3,1.6,2.9,32,128,23,0.09,0.13,0.22,0.09,0.22,0.06,0.07,0.13,0.06,0.13
Marius Wolf,GER,DF,Dortmund,28,1995,22,12,1166,13.0,0,1,1,0,0,0,2,0,0.6,0.6,1.6,2.2,36,59,79,0.00,0.08,0.08,0.00,0.08,0.04,0.13,0.17,0.04,0.17
Nick Woltemade,GER,"FW,MF",Werder Bremen,21,2002,30,12,1189,13.2,2,0,2,2,0,0,1,0,2.4,2.4,1.7,4.1,21,43,80,0.15,0.00,0.15,0.15,0.15,0.18,0.13,0.31,0.18,0.31
Jeong Woo-yeong,KOR,"MF,FW",Stuttgart,23,1999,26,5,633,7.0,2,3,5,2,0,0,1,0,1.8,1.8,1.6,3.4,23,22,54,0.28,0.43,0.71,0.28,0.71,0.25,0.22,0.48,0.25,0.48
Granit Xhaka,SUI,MF,Leverkusen,30,1992,33,32,2821,31.3,3,0,3,3,0,0,5,0,1.8,1.8,2.7,4.5,60,392,53,0.10,0.00,0.10,0.10,0.10,0.06,0.09,0.15,0.06,0.15
Dan-Axel Zagadou,FRA,DF,Stuttgart,24,1999,19,16,1453,16.1,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,2,75,3,0.06,0.00,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08
Bryan Zaragoza,ESP,"FW,MF",Bayern Munich,22,2001,7,1,183,2.0,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,14,9,28,0.00,0.00,0.00,0.00,0.00,0.23,0.11,0.34,0.23,0.34
Robin Zentner,GER,GK,Mainz 05,28,1994,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cedric Zesiger,SUI,DF,Wolfsburg,25,1998,23,18,1634,18.2,0,0,0,0,0,0,5,0,1.3,1.3,0.0,1.4,14,81,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.08,0.07,0.08
Michael Zetterer,GER,GK,Werder Bremen,28,1995,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Christoph Zimmermann,GER,DF,Darmstadt 98,30,1993,19,12,1220,13.6,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,7,34,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
Simon Zoller,GER,"FW,MF",Bochum,32,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lovro Zvonarek,CRO,"FW,MF",Bayern Munich,18,2005,5,1,163,1.8,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,7,7,9,0.55,0.00,0.55,0.55,0.55,0.04,0.12,0.15,0.04,0.15
Liel Abada,ISR,FW,Charlotte,22-292,2001,15,13,1091,12.1,4,1,5,4,0,0,1,0,4.6,4.6,1.7,6.3,56,40,106,0.33,0.08,0.41,0.33,0.41,0.38,0.14,0.52,0.38,0.52
Jose Casas de Abadal,USA,"FW,DF",Inter Miami,24-031,2000,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luis Abram,PER,DF,Atlanta Utd,28-145,1996,14,11,1035,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,2,31,3,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
Lalas Abubakar,GHA,DF,Rapids,29-209,1994,11,8,693,7.7,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2,20,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Kellyn Acosta,USA,MF,Fire,28-363,1995,24,20,1690,18.8,2,0,2,2,0,0,5,0,1.0,1.0,1.1,2.0,13,76,29,0.11,0.00,0.11,0.11,0.11,0.05,0.06,0.11,0.05,0.11
Luciano Acosta,ARG,MF,FC Cincinnati,30-051,1994,23,22,1986,22.1,11,15,26,9,2,3,6,0,8.2,5.8,9.9,15.7,109,195,161,0.50,0.68,1.18,0.41,1.09,0.37,0.45,0.82,0.26,0.71
Jordan Adebayo-Smith,NGA,"FW,MF",Minnesota Utd,24-192,2000,11,1,254,2.8,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,3,3,15,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15
Sam Adekugbe,CAN,"MF,FW",Vancouver W'caps,29-187,1995,7,3,246,2.7,0,1,1,0,0,0,2,0,0.2,0.2,1.1,1.3,10,15,34,0.00,0.37,0.37,0.00,0.37,0.06,0.42,0.47,0.06,0.47
Samuel Adeniran,USA,"FW,MF",St. Louis,25-295,1998,17,4,596,6.6,2,1,3,2,0,0,2,0,2.2,2.2,0.8,3.0,16,9,51,0.30,0.15,0.45,0.30,0.45,0.34,0.12,0.45,0.34,0.45
Leonardo Afonso,BRA,"FW,MF",Inter Miami,23-008,2001,10,1,226,2.5,2,0,2,2,0,0,0,0,0.7,0.7,0.2,0.9,7,8,30,0.80,0.00,0.80,0.80,0.80,0.28,0.08,0.36,0.28,0.36
Stephen Afrifa,CAN,FW,Sporting KC,23-153,2001,16,4,420,4.7,3,0,3,3,0,0,0,0,1.7,1.7,0.3,2.0,18,9,39,0.64,0.00,0.64,0.64,0.64,0.36,0.06,0.42,0.36,0.42
William Agada,NGA,FW,Sporting KC,24-308,1999,24,14,1179,13.1,8,2,10,8,0,1,0,0,9.8,9.0,1.4,10.5,14,18,80,0.61,0.15,0.76,0.61,0.76,0.75,0.11,0.86,0.69,0.80
Daniel Aguirre,USA,"MF,FW",LA Galaxy,25-019,1999,10,0,107,1.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,5,14,11,0.00,0.00,0.00,0.00,0.00,0.28,0.17,0.45,0.28,0.45
Patrick Agyemang,USA,FW,Charlotte,23-257,2000,22,17,1502,16.7,7,2,9,7,0,0,4,1,6.3,6.3,1.0,7.3,43,21,77,0.42,0.12,0.54,0.42,0.54,0.38,0.06,0.44,0.38,0.44
Ali Ahmed,CAN,"MF,DF",Vancouver W'caps,23-285,2000,17,11,1028,11.4,1,0,1,1,0,0,2,0,0.6,0.6,2.7,3.2,61,48,104,0.09,0.00,0.09,0.09,0.09,0.05,0.23,0.28,0.05,0.28
Forster Ajago,GHA,FW,Nashville,22-340,2001,7,2,219,2.4,0,0,0,0,0,0,1,0,1.0,1.0,0.6,1.6,3,2,15,0.00,0.00,0.00,0.00,0.00,0.39,0.25,0.64,0.39,0.64
Carlos Akapo,EQG,DF,SJ Earthquakes,31-131,1993,14,13,1081,12.0,0,0,0,0,0,0,5,0,0.8,0.8,0.3,1.0,30,52,36,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.09,0.06,0.09
Matai Akinmboni,USA,DF,D.C. United,17-278,2006,7,3,364,4.0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,2,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ayo Akinola,CAN,"FW,MF",Toronto FC,24-183,2000,5,0,87,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,0,3,5,0.00,0.00,0.00,0.00,0.00,0.35,0.31,0.66,0.35,0.66
Jordi Alba,ESP,DF,Inter Miami,35-122,1989,19,16,1490,16.6,3,5,8,3,0,0,6,0,1.5,1.5,3.8,5.3,26,123,140,0.18,0.30,0.48,0.18,0.48,0.09,0.23,0.32,0.09,0.32
Noah Allen,USA,DF,Inter Miami,20-084,2004,12,5,569,6.3,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,9,23,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Rasmus Alm,SWE,"FW,MF",St. Louis,28-339,1995,12,8,542,6.0,1,2,3,1,0,0,2,0,0.3,0.3,1.4,1.7,4,18,40,0.17,0.33,0.50,0.17,0.50,0.05,0.23,0.28,0.05,0.28
Thiago Almada,ARG,"MF,FW",Atlanta Utd,23-086,2001,17,16,1392,15.5,6,1,7,4,2,2,5,0,5.7,4.1,3.5,7.6,62,147,77,0.39,0.06,0.45,0.26,0.32,0.37,0.22,0.59,0.26,0.49
Fernando Álvarez,COL,DF,CF Montréal,20-332,2003,18,16,1412,15.7,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,14,38,4,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
Frankie Amaya,USA,MF,NY Red Bulls,23-299,2000,20,18,1608,17.9,1,2,3,1,0,0,4,0,0.9,0.9,1.0,1.9,20,103,27,0.06,0.11,0.17,0.06,0.17,0.05,0.06,0.11,0.05,0.11
Malte Amundsen,DEN,DF,Crew,26-161,1998,20,17,1529,17.0,0,2,2,0,0,0,4,0,0.1,0.1,0.8,0.9,19,105,25,0.00,0.12,0.12,0.00,0.12,0.01,0.05,0.05,0.01,0.05
Markus Anderson,USA,"MF,FW",Philadelphia,20-223,2003,4,2,97,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,3,1,5,0.00,0.00,0.00,0.00,0.00,0.28,0.04,0.32,0.28,0.32
Sebastian Anderson,USA,DF,Rapids,21-348,2002,7,4,412,4.6,0,1,1,0,0,0,1,0,0.1,0.1,1.4,1.6,6,14,18,0.00,0.22,0.22,0.00,0.22,0.02,0.32,0.34,0.02,0.34
José Andrés Martínez,VEN,MF,Philadelphia,29-349,1994,15,12,930,10.3,0,1,1,0,0,0,4,0,0.2,0.2,1.0,1.2,11,64,10,0.00,0.10,0.10,0.00,0.10,0.02,0.10,0.12,0.02,0.12
Tomas Ángel,COL,"FW,MF",LAFC,21-152,2003,5,0,51,0.6,1,0,1,1,0,0,0,0,1.4,1.4,0.0,1.4,1,1,3,1.76,0.00,1.76,1.76,1.76,2.47,0.01,2.48,2.47,2.48
Iván Angulo,COL,"FW,MF",Orlando City,25-121,1999,24,24,1979,22.0,3,4,7,3,0,0,3,0,3.5,3.5,3.3,6.8,86,112,210,0.14,0.18,0.32,0.14,0.32,0.16,0.15,0.31,0.16,0.31
Eugene Ansah,GHA,"FW,MF",FC Dallas,29-218,1994,15,5,413,4.6,1,0,1,1,0,0,0,0,1.2,1.2,1.0,2.1,10,8,29,0.22,0.00,0.22,0.22,0.22,0.26,0.21,0.46,0.26,0.46
Conner Antley,USA,DF,D.C. United,29-121,1995,7,4,434,4.8,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,3,10,3,0.00,0.21,0.21,0.00,0.21,0.03,0.25,0.28,0.03,0.28
Antony,BRA,"FW,MF",Portland Timbers,22-317,2001,23,15,1362,15.1,4,3,7,4,0,0,0,0,3.1,3.1,2.4,5.5,58,28,139,0.26,0.20,0.46,0.26,0.46,0.21,0.16,0.36,0.21,0.36
Brian Anunga,CMR,MF,Nashville,27-346,1996,21,9,869,9.7,0,0,0,0,0,0,2,1,0.1,0.1,0.2,0.4,10,31,14,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Cristian Arango,COL,"FW,MF",RSL,29-134,1995,23,21,1853,20.6,17,5,22,15,2,2,5,0,13.2,11.6,6.1,17.7,58,82,135,0.83,0.24,1.07,0.73,0.97,0.64,0.30,0.94,0.56,0.86
César Araujo,URU,MF,Orlando City,23-110,2001,21,19,1638,18.2,1,1,2,1,0,0,7,0,1.2,1.2,1.3,2.5,14,100,10,0.05,0.05,0.11,0.05,0.11,0.07,0.07,0.14,0.07,0.14
Miguel Araujo,PER,DF,Portland Timbers,29-271,1994,15,11,976,10.8,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,2,29,1,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Scott Arfield,CAN,"MF,FW",Charlotte,35-263,1988,14,4,381,4.2,0,1,1,0,0,0,2,1,0.6,0.6,0.2,0.8,3,14,20,0.00,0.24,0.24,0.00,0.24,0.13,0.05,0.18,0.13,0.18
Maximilian Arfsten,USA,"DF,MF",Crew,23-093,2001,19,14,1197,13.3,3,2,5,3,0,0,1,0,2.3,2.3,3.6,6.0,47,50,125,0.23,0.15,0.38,0.23,0.38,0.17,0.27,0.45,0.17,0.45
Allan Arigoni,SUI,DF,Fire,25-260,1998,22,22,1833,20.4,1,0,1,1,0,0,6,0,0.7,0.7,1.2,2.0,41,54,97,0.05,0.00,0.05,0.05,0.05,0.04,0.06,0.10,0.04,0.10
