Player_Name,Nation,Position,Club,Age,Born,Matches_Played,Starts,Minutes_Played,Ninety_Mins_Played,Golas,Assists,Goals_Assists,Non_Penalty_Goals,Penalty_Made,Penalty_Attempted,Yellow_Card,Red_Card,Expected_Goals,Non_Penalty_Expected_Goals,Expected_Assists,Non_Penalty_Expected_Goals_Assits,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_90,Assists_90,Goals_Assists_90,Non_Penalty_Goals_90,Non_Penalty_Goals_Assists_90,Expected_Goals_90,Expected_Assists_90,Expected_Goals_Assists_90,Non_Penalty_Expected_Goals_90,Non_penalty_Expected_Goals_Assists_90
Daniel Armando Ríos,MEX,FW,Atlanta Utd,29-150,1995,17,12,958,10.6,6,3,9,6,0,1,0,0,4.8,4.0,1.0,5.0,7,21,47,0.56,0.28,0.85,0.56,0.85,0.45,0.10,0.54,0.37,0.47
Xavier Arreaga,ECU,DF,NE Revolution,29-297,1994,13,13,1121,12.5,0,0,0,0,0,0,5,0,1.0,1.0,0.4,1.3,4,23,1,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
Xavier Arreaga,ECU,DF,Seattle,29-297,1994,5,2,255,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Kervin Arriaga,HON,"DF,MF",Minnesota Utd,26-198,1998,13,9,880,9.8,3,0,3,3,0,0,3,0,0.8,0.8,0.1,0.9,5,35,3,0.31,0.00,0.31,0.31,0.31,0.09,0.01,0.09,0.09,0.09
Paul Arriola,USA,"DF,MF",FC Dallas,29-167,1995,22,19,1691,18.8,2,2,4,2,0,0,5,0,2.0,2.0,2.4,4.3,39,68,107,0.11,0.11,0.21,0.11,0.21,0.11,0.13,0.23,0.11,0.23
Artur,BRA,MF,Dynamo FC,28-132,1996,23,23,2061,22.9,0,1,1,0,0,0,2,0,1.1,1.1,0.3,1.4,7,166,19,0.00,0.04,0.04,0.00,0.04,0.05,0.01,0.06,0.05,0.06
Yamil Asad,ARG,DF,FC Cincinnati,29-360,1994,15,5,476,5.3,2,5,7,2,0,0,0,0,0.9,0.9,2.0,2.9,24,36,64,0.38,0.95,1.32,0.38,1.32,0.17,0.39,0.55,0.17,0.55
Dairon Asprilla,COL,"FW,DF",Portland Timbers,32-057,1992,19,7,687,7.6,1,1,2,1,0,0,1,0,0.7,0.7,0.9,1.7,13,12,50,0.13,0.13,0.26,0.13,0.26,0.09,0.12,0.22,0.09,0.22
Joshua Atencio,USA,MF,Seattle,22-172,2002,15,10,838,9.3,0,0,0,0,0,0,3,1,1.1,1.1,0.9,2.0,20,63,37,0.00,0.00,0.00,0.00,0.00,0.12,0.10,0.21,0.12,0.21
Eduard Atuesta,COL,MF,LAFC,27-033,1997,21,21,1784,19.8,2,1,3,2,0,0,7,1,2.5,2.5,1.9,4.3,31,174,61,0.10,0.05,0.15,0.10,0.15,0.12,0.09,0.22,0.12,0.22
Julián Aude,ARG,DF,LA Galaxy,21-119,2003,22,20,1620,18.0,1,2,3,1,0,0,3,0,0.7,0.7,1.4,2.1,23,54,65,0.06,0.11,0.17,0.06,0.17,0.04,0.08,0.12,0.04,0.12
Tomás Avilés,ARG,DF,Inter Miami,20-169,2004,20,19,1620,18.0,0,0,0,0,0,0,10,1,0.5,0.5,0.2,0.7,9,52,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
David Ayala,ARG,MF,Portland Timbers,21-361,2002,22,12,896,10.0,0,1,1,0,0,0,1,0,0.3,0.3,0.8,1.1,4,53,14,0.00,0.10,0.10,0.00,0.10,0.03,0.08,0.11,0.03,0.11
Hugo Bacharach,ESP,DF,Minnesota Utd,22-360,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Corey Baird,USA,"FW,MF",FC Cincinnati,28-173,1996,14,11,861,9.6,1,2,3,1,0,0,1,0,2.7,2.7,1.0,3.6,6,18,40,0.10,0.21,0.31,0.10,0.31,0.28,0.10,0.38,0.28,0.38
Esmir Bajraktarevic,USA,"FW,MF",NE Revolution,19-133,2005,19,15,1358,15.1,2,1,3,2,0,0,0,0,1.4,1.4,1.3,2.7,47,49,107,0.13,0.07,0.20,0.13,0.20,0.09,0.09,0.18,0.09,0.18
Cody Baker,USA,"DF,MF",Seattle,20-196,2004,13,4,479,5.3,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,13,24,31,0.00,0.19,0.19,0.00,0.19,0.01,0.11,0.11,0.01,0.11
Reed Baker-Whiting,USA,"DF,FW",Seattle,19-112,2005,12,3,445,4.9,0,0,0,0,0,0,3,1,0.1,0.1,0.3,0.4,14,20,36,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
Monsef Bakrar,ALG,FW,NYCFC,23-190,2001,20,14,1168,13.0,3,0,3,3,0,0,3,0,5.3,5.3,0.5,5.8,23,18,106,0.23,0.00,0.23,0.23,0.23,0.41,0.04,0.45,0.41,0.45
Michael Baldisimo,PHI,MF,SJ Earthquakes,24-099,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fidel Barajas,MEX,FW,RSL,18-107,2006,17,5,564,6.3,0,2,2,0,0,0,1,0,1.1,1.1,0.7,1.8,18,18,60,0.00,0.32,0.32,0.00,0.32,0.18,0.11,0.28,0.18,0.28
Thai Baribo,ISR,FW,Philadelphia,26-188,1998,10,6,544,6.0,6,0,6,6,0,0,0,0,4.8,4.8,0.4,5.2,2,8,31,0.99,0.00,0.99,0.99,0.99,0.79,0.07,0.86,0.79,0.86
Tom Barlow,USA,"FW,MF",Fire,29-013,1995,21,2,445,4.9,0,0,0,0,0,0,2,0,2.2,2.2,0.5,2.8,8,9,33,0.00,0.00,0.00,0.00,0.00,0.45,0.11,0.56,0.45,0.56
Lucas Bartlett,USA,DF,D.C. United,26-361,1997,24,23,2020,22.4,1,2,3,1,0,0,3,1,1.9,1.9,1.1,3.0,10,78,8,0.04,0.09,0.13,0.04,0.13,0.08,0.05,0.13,0.08,0.13
Ethan Bartlow,USA,DF,Dynamo FC,24-170,2000,13,8,759,8.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,25,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Cole Bassett,USA,MF,Rapids,22-359,2001,25,25,2236,24.8,8,5,13,8,0,0,1,0,5.2,5.0,3.4,8.4,69,196,126,0.32,0.20,0.52,0.32,0.52,0.21,0.14,0.35,0.20,0.34
Amine Bassi,FRA,MF,Dynamo FC,26-237,1997,21,20,1732,19.2,2,6,8,2,0,0,3,0,4.2,4.2,4.1,8.3,60,170,148,0.10,0.31,0.42,0.10,0.42,0.22,0.22,0.43,0.22,0.43
Zorhan Bassong,CAN,"DF,MF",Sporting KC,25-075,1999,14,8,710,7.9,0,1,1,0,0,0,2,1,0.0,0.0,2.0,2.0,20,42,27,0.00,0.13,0.13,0.00,0.13,0.00,0.26,0.26,0.00,0.26
Josh Bauer,USA,DF,Nashville,25-365,1998,18,14,1404,15.6,0,0,0,0,0,0,4,0,1.5,1.5,0.1,1.6,12,44,13,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Tanner Beason,USA,DF,SJ Earthquakes,27-120,1997,19,12,1154,12.8,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.8,2,25,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Gavin Beavers,USA,GK,RSL,19-083,2005,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alejandro Bedoya,USA,MF,Philadelphia,37-083,1987,20,9,1050,11.7,2,2,4,2,0,0,6,0,1.4,1.4,1.2,2.6,13,48,64,0.17,0.17,0.34,0.17,0.34,0.12,0.10,0.22,0.12,0.22
Jon Bell,JAM,DF,Seattle,26-330,1997,6,5,439,4.9,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,1,14,0,0.21,0.00,0.21,0.21,0.21,0.02,0.01,0.03,0.02,0.03
Matthew Bell,JAM,FW,RSL,21-329,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.63,0.00,0.63
Ben Bender,USA,"MF,FW",Charlotte,23-136,2001,5,2,185,2.1,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,3,6,15,0.49,0.00,0.49,0.49,0.49,0.06,0.14,0.20,0.06,0.20
Christian Benteke,BEL,FW,D.C. United,33-231,1990,21,21,1820,20.2,16,3,19,14,2,2,6,1,13.2,11.6,4.0,15.6,9,60,86,0.79,0.15,0.94,0.69,0.84,0.65,0.20,0.85,0.57,0.77
Nimfasha Berchimas,USA,"FW,MF",Charlotte,16-150,2008,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Sebastian Berhalter,USA,MF,Vancouver W'caps,23-065,2001,20,9,1016,11.3,2,1,3,2,0,0,3,0,1.4,1.4,2.2,3.6,15,57,34,0.18,0.09,0.27,0.18,0.27,0.13,0.19,0.32,0.13,0.32
Federico Bernardeschi,ITA,"DF,MF",Toronto FC,30-156,1994,22,22,1949,21.7,8,5,13,8,0,3,9,2,6.9,4.4,5.6,10.0,108,112,233,0.37,0.23,0.60,0.37,0.60,0.32,0.26,0.57,0.20,0.46
Miguel Berry,ESP,FW,LA Galaxy,26-309,1997,23,5,665,7.4,2,0,2,2,0,0,0,0,1.7,1.7,0.5,2.2,15,10,34,0.27,0.00,0.27,0.27,0.27,0.23,0.07,0.30,0.23,0.30
Alessandro Biello,CAN,MF,CF Montréal,18-105,2006,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Steve Birnbaum,USA,DF,D.C. United,33-180,1991,6,4,346,3.8,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,2,11,2,0.00,0.26,0.26,0.00,0.26,0.04,0.10,0.13,0.04,0.13
Guilherme Biro,BRA,DF,Austin,24-081,2000,22,17,1511,16.8,2,0,2,2,0,0,4,0,0.9,0.9,1.5,2.4,26,57,48,0.12,0.00,0.12,0.12,0.12,0.06,0.09,0.15,0.06,0.15
Tristan Blackmon,USA,DF,Vancouver W'caps,27-344,1996,16,14,1263,14.0,0,1,1,0,0,0,3,0,0.7,0.7,0.2,0.9,6,47,6,0.00,0.07,0.07,0.00,0.07,0.05,0.02,0.06,0.05,0.06
Andre Blake,JAM,GK,Philadelphia,33-243,1990,6,6,392,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Latif Blessing,GHA,"FW,MF",Dynamo FC,27-204,1996,18,10,725,8.1,5,0,5,5,0,0,1,0,3.8,3.8,1.1,4.9,15,15,40,0.62,0.00,0.62,0.62,0.62,0.47,0.14,0.60,0.47,0.60
Njabulo Blom,RSA,MF,St. Louis,24-223,1999,15,10,787,8.7,1,0,1,1,0,0,4,0,0.1,0.1,0.1,0.2,9,42,13,0.11,0.00,0.11,0.11,0.11,0.01,0.01,0.02,0.01,0.02
Emmanuel Boateng,GHA,FW,NE Revolution,30-186,1994,13,4,382,4.2,2,2,4,2,0,0,0,0,0.9,0.9,1.1,2.0,7,8,45,0.47,0.47,0.94,0.47,0.94,0.21,0.27,0.48,0.21,0.48
Mateusz Bogusz,POL,"FW,MF",LAFC,22-334,2001,23,23,1941,21.6,12,5,17,12,0,0,4,0,6.9,6.9,4.5,11.4,51,98,162,0.56,0.23,0.79,0.56,0.79,0.32,0.21,0.53,0.32,0.53
Moïse Bombito,CAN,DF,Rapids,24-113,2000,17,16,1458,16.2,2,0,2,2,0,0,2,0,0.9,0.9,0.1,1.0,10,75,8,0.12,0.00,0.12,0.12,0.12,0.06,0.00,0.06,0.06,0.06
Alex Bono,USA,GK,D.C. United,30-087,1994,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Shanyder Borgelin,HAI,"FW,MF",Inter Miami,22-276,2001,6,1,137,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,3,0,5,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36
Dylan Borrero,COL,FW,NE Revolution,22-198,2002,9,6,502,5.6,0,2,2,0,0,0,2,0,0.9,0.9,0.8,1.7,18,27,62,0.00,0.36,0.36,0.00,0.36,0.16,0.14,0.30,0.16,0.30
Denis Bouanga,GAB,FW,LAFC,29-253,1994,23,23,2051,22.8,14,8,22,8,6,6,2,0,16.1,11.4,8.3,19.7,128,59,240,0.61,0.35,0.97,0.35,0.70,0.71,0.36,1.07,0.50,0.86
Ousseni Bouda,BFA,"FW,DF",SJ Earthquakes,24-084,2000,6,0,70,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,3,9,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Aaron Boupendza,GAB,"FW,MF",FC Cincinnati,27-349,1996,13,5,522,5.8,2,0,2,2,0,0,2,0,2.3,2.3,0.2,2.5,7,8,37,0.34,0.00,0.34,0.34,0.34,0.40,0.03,0.43,0.40,0.43
Giuseppe Bovalina,AUS,"DF,FW",Vancouver W'caps,19-253,2004,9,1,163,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,2,2,12,0.00,0.00,0.00,0.00,0.00,0.25,0.02,0.27,0.25,0.27
Michael Boxall,NZL,DF,Minnesota Utd,35-338,1988,24,24,2115,23.5,1,0,1,1,0,0,6,0,1.7,1.7,0.3,2.0,9,53,6,0.04,0.00,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08
Tyler Boyd,USA,"FW,MF",Nashville,29-204,1994,21,13,1133,12.6,2,2,4,2,0,0,2,0,1.9,1.9,1.2,3.1,32,43,65,0.16,0.16,0.32,0.16,0.32,0.15,0.10,0.25,0.15,0.25
Christopher Brady,USA,GK,Fire,20-140,2004,23,23,2070,23.0,0,1,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Alejandro Bran,CRC,MF,Minnesota Utd,23-138,2001,10,5,398,4.4,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,2,20,10,0.23,0.00,0.23,0.23,0.23,0.18,0.01,0.19,0.18,0.19
Claudio Bravo,ARG,DF,Portland Timbers,27-130,1997,14,12,1035,11.5,0,1,1,0,0,0,3,0,0.1,0.1,0.4,0.5,26,54,30,0.00,0.09,0.09,0.00,0.09,0.01,0.03,0.04,0.01,0.04
David Brekalo,SVN,DF,Orlando City,25-231,1998,16,11,990,11.0,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.0,8,39,2,0.09,0.00,0.09,0.09,0.09,0.09,0.00,0.09,0.09,0.09
Luke Brennan,USA,FW,Atlanta Utd,19-148,2005,6,0,105,1.2,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,1,1,9,0.00,0.00,0.00,0.00,0.00,0.26,0.43,0.69,0.26,0.69
Sebastian Breza,CAN,GK,CF Montréal,26-128,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yannick Bright,ITA,MF,Inter Miami,22-322,2001,13,6,659,7.3,0,1,1,0,0,0,2,0,0.2,0.2,0.4,0.6,1,21,3,0.00,0.14,0.14,0.00,0.14,0.03,0.06,0.09,0.03,0.09
Andrew Brody,USA,DF,RSL,29-079,1995,24,19,1755,19.5,0,1,1,0,0,0,0,0,0.3,0.3,1.0,1.3,33,104,38,0.00,0.05,0.05,0.00,0.05,0.02,0.05,0.07,0.02,0.07
Brandt Bronico,USA,MF,Charlotte,29-031,1995,15,10,979,10.9,1,1,2,1,0,0,3,0,1.4,1.4,0.7,2.1,7,23,56,0.09,0.09,0.18,0.09,0.18,0.13,0.06,0.19,0.13,0.19
Javain Brown,JAM,DF,Vancouver W'caps,25-134,1999,16,11,968,10.8,0,1,1,0,0,0,1,0,0.4,0.4,0.4,0.8,5,31,35,0.00,0.09,0.09,0.00,0.09,0.04,0.04,0.07,0.04,0.07
Gastón Brugman,URU,MF,LA Galaxy,31-318,1992,14,9,856,9.5,0,1,1,0,0,0,3,0,1.0,1.0,0.9,1.9,8,84,21,0.00,0.11,0.11,0.00,0.11,0.10,0.10,0.20,0.10,0.20
Pavel Bucha,CZE,MF,FC Cincinnati,26-132,1998,24,24,2113,23.5,4,2,6,4,0,0,4,0,2.2,2.2,1.0,3.1,34,131,61,0.17,0.09,0.26,0.17,0.26,0.09,0.04,0.13,0.09,0.13
Noel Buck,ENG,"MF,FW",NE Revolution,19-107,2005,13,7,537,6.0,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.0,7,31,16,0.17,0.17,0.34,0.17,0.34,0.06,0.11,0.18,0.06,0.18
Teal Bunbury,USA,FW,Nashville,34-145,1990,19,9,871,9.7,3,1,4,1,2,2,0,0,2.9,1.3,0.4,1.8,7,18,49,0.31,0.10,0.41,0.10,0.21,0.30,0.04,0.34,0.14,0.18
Cory Burke,JAM,FW,NY Red Bulls,32-206,1991,13,0,194,2.2,1,1,2,1,0,0,2,0,1.2,1.2,0.6,1.9,4,8,17,0.46,0.46,0.93,0.46,0.93,0.57,0.28,0.85,0.57,0.85
Roman Bürki,SUI,GK,St. Louis,33-250,1990,23,23,2011,22.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Evan Bush,USA,GK,Crew,38-137,1986,2,2,124,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sergio Busquets,ESP,"MF,DF",Inter Miami,36-005,1988,22,20,1824,20.3,1,4,5,1,0,0,6,1,0.3,0.3,2.4,2.6,15,128,24,0.05,0.20,0.25,0.05,0.25,0.01,0.12,0.13,0.01,0.13
Brandon Bye,USA,DF,NE Revolution,28-235,1995,5,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Nathan Byrne,ENG,DF,Charlotte,32-046,1992,21,21,1890,21.0,0,1,1,0,0,0,5,0,0.2,0.2,1.0,1.2,55,108,51,0.00,0.05,0.05,0.00,0.05,0.01,0.05,0.06,0.01,0.06
Kevin Cabral,FRA,FW,Rapids,25-011,1999,22,18,1284,14.3,5,2,7,5,0,0,4,1,6.1,6.1,2.1,8.2,32,33,91,0.35,0.14,0.49,0.35,0.49,0.43,0.15,0.57,0.43,0.57
Martín Cáceres,URU,DF,LA Galaxy,37-105,1987,14,13,980,10.9,0,0,0,0,0,0,3,1,0.4,0.4,0.3,0.7,4,23,2,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Noel Caliskan,GER,MF,RSL,23-327,2000,3,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Drake Callender,USA,GK,Inter Miami,26-288,1997,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rudy Camacho,FRA,DF,Crew,33-138,1991,19,18,1529,17.0,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,7,49,2,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
Leonardo Campana,ECU,FW,Inter Miami,23-363,2000,21,12,1064,11.8,5,1,6,5,0,0,5,0,5.3,5.3,1.1,6.4,10,23,59,0.42,0.08,0.51,0.42,0.51,0.45,0.09,0.54,0.45,0.54
George Campbell,USA,DF,CF Montréal,23-029,2001,19,16,1406,15.6,0,1,1,0,0,0,7,0,0.2,0.2,0.7,0.9,29,82,15,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.06,0.01,0.06
Omar Campos,MEX,"DF,MF",LAFC,22-001,2002,18,10,985,10.9,0,1,1,0,0,0,1,0,0.1,0.1,1.9,2.0,30,43,51,0.00,0.09,0.09,0.00,0.09,0.01,0.18,0.18,0.01,0.18
Nathan Cardoso,BRA,DF,Seattle,29-069,1995,3,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wikelman Carmona,VEN,MF,NY Red Bulls,21-148,2003,22,17,1492,16.6,3,3,6,3,0,0,2,0,2.0,2.0,2.8,4.8,30,58,75,0.18,0.18,0.36,0.18,0.36,0.12,0.17,0.29,0.12,0.29
Julián Carranza,ARG,FW,Philadelphia,24-060,2000,12,11,1073,11.9,6,0,6,6,0,0,5,0,5.9,5.9,1.5,7.4,11,25,65,0.50,0.00,0.50,0.50,0.50,0.49,0.13,0.62,0.49,0.62
Adalberto Carrasquilla,PAN,"FW,MF",Dynamo FC,25-236,1998,18,18,1579,17.5,1,2,3,1,0,0,4,0,0.7,0.7,3.5,4.2,41,119,84,0.06,0.11,0.17,0.06,0.17,0.04,0.20,0.24,0.04,0.24
Wilder Cartagena,PER,"MF,DF",Orlando City,29-302,1994,18,16,1408,15.6,0,1,1,0,0,0,4,0,0.6,0.6,1.2,1.8,12,81,12,0.00,0.06,0.06,0.00,0.06,0.04,0.07,0.12,0.04,0.12
Javier Casas,USA,MF,Fire,21-068,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julio Cascante,CRC,DF,Austin,30-292,1993,17,15,1314,14.6,2,0,2,2,0,0,8,0,1.2,1.2,0.0,1.3,4,44,3,0.14,0.00,0.14,0.14,0.14,0.08,0.00,0.09,0.08,0.09
Robert Castellanos,USA,DF,Sporting KC,26-071,1998,9,8,743,8.3,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,1,17,0,0.12,0.00,0.12,0.12,0.12,0.09,0.00,0.09,0.09,0.09
Roman Celentano,USA,GK,FC Cincinnati,23-311,2000,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Edwin Cerrillo,USA,MF,LA Galaxy,23-292,2000,25,18,1538,17.1,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,4,60,13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Tomás Chancalay,ARG,FW,NE Revolution,25-202,1999,12,11,929,10.3,2,1,3,2,0,0,4,0,3.1,3.1,1.9,5.0,21,35,78,0.19,0.10,0.29,0.19,0.29,0.30,0.18,0.49,0.30,0.49
Maikel Chang,CUB,"FW,MF",RSL,33-094,1991,17,2,269,3.0,0,3,3,0,0,0,1,0,0.1,0.1,0.7,0.8,8,23,42,0.00,1.00,1.00,0.00,1.00,0.04,0.24,0.28,0.04,0.28
Maxime Chanot,LUX,DF,LAFC,34-243,1989,14,7,712,7.9,0,2,2,0,0,0,3,0,0.4,0.4,0.2,0.6,2,16,1,0.00,0.25,0.25,0.00,0.25,0.05,0.02,0.08,0.05,0.08
Diego Chará,COL,MF,Portland Timbers,38-107,1986,22,19,1707,19.0,0,0,0,0,0,0,7,1,0.0,0.0,0.4,0.5,7,94,16,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Gabriel Chaves,BRA,FW,LA Galaxy,23-161,2001,24,21,1918,21.3,9,9,18,9,0,1,0,0,8.3,7.4,6.4,13.8,134,72,246,0.42,0.42,0.84,0.42,0.84,0.39,0.30,0.69,0.35,0.65
Yevhen Cheberko,UKR,DF,Crew,26-180,1998,15,9,916,10.2,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,11,53,1,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Mathieu Choiniere,CAN,MF,CF Montréal,25-165,1999,16,16,1407,15.6,2,1,3,1,1,1,5,0,1.3,0.5,1.6,2.1,23,74,39,0.13,0.06,0.19,0.06,0.13,0.08,0.10,0.18,0.03,0.13
Léo Chú,BRA,"FW,MF",Seattle,24-106,2000,13,12,704,7.8,1,2,3,1,0,0,0,0,0.8,0.8,1.1,1.9,22,13,73,0.13,0.26,0.38,0.13,0.38,0.10,0.14,0.24,0.10,0.24
Caden Clark,USA,"DF,FW",Minnesota Utd,21-055,2003,23,11,1032,11.5,0,0,0,0,0,0,3,0,0.7,0.7,1.1,1.8,29,40,86,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16
Steve Clark,USA,GK,Dynamo FC,38-098,1986,20,20,1782,19.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Noah Cobb,USA,DF,Atlanta Utd,19-001,2005,17,15,1307,14.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.5,2,43,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Matías Cóccaro,URU,"FW,MF",CF Montréal,26-249,1997,14,8,633,7.0,4,1,5,2,2,2,2,0,3.6,2.0,1.0,3.0,5,16,40,0.57,0.14,0.71,0.28,0.43,0.52,0.14,0.65,0.29,0.43
Alonso Coello,ESP,MF,Toronto FC,24-283,1999,19,16,1168,13.0,1,2,3,1,0,0,3,0,0.3,0.3,1.4,1.7,8,98,9,0.08,0.15,0.23,0.08,0.23,0.02,0.11,0.13,0.02,0.13
Josh Cohen,USA,GK,Atlanta Utd,31-338,1992,3,2,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Enzo Copetti,ARG,FW,Charlotte,28-187,1996,9,6,495,5.5,1,1,2,1,0,0,1,0,1.7,1.7,0.5,2.2,8,5,18,0.18,0.18,0.36,0.18,0.36,0.31,0.09,0.39,0.31,0.39
Gabriele Corbo,ITA,DF,CF Montréal,24-192,2000,20,13,1256,14.0,0,0,0,0,0,0,0,0,0.2,0.2,1.0,1.3,7,60,7,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Carlos Coronel,PAR,GK,NY Red Bulls,27-205,1996,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vitor Costa,BRA,DF,SJ Earthquakes,30-020,1994,21,18,1625,18.1,2,3,5,2,0,0,8,0,1.8,1.8,1.5,3.3,29,46,71,0.11,0.17,0.28,0.11,0.28,0.10,0.08,0.18,0.10,0.18
